fecha,deporte,partido,hora,apuesta,cuota,probabilidad,edge,kelly,stake,status,roi_real
2025-12-10,NBA,Orlando Magic vs Miami Heat,18:00,Orlando Magic Gana,1.85,0.768570050552222,0.2280295100116816,0.06706750294461222,670.6750294461223,PENDIENTE,
